"1","6610","false","99","false","true","true","true","178"
"2","4681","false","99","false","true","true","true","179"
"3","294d","false","50","false","false","true","true","82"
"5","576fbb","false","99","false","true","true","true","124"
"6","56d4","false","99","true","true","false","true","136"
"7","e6f1cb","false","99","true","true","true","true","199"
"9","2ba648","false","99","false","true","true","true","93"
"11","b2c611","false","99","true","true","true","true","234"
"12","34f8","false","99","false","false","true","true","295"
"13","581397","false","99","false","true","true","true","278"
"14","184a26","false","99","false","true","true","true","183"
"17","ebfcc5","false","99","false","true","true","true","169"
"19","26f8","false","99","false","true","true","true","165"
"20","a359","false","99","false","true","true","true","187"
"23","f8a6","false","99","false","true","false","true","209"
"24","8a6017","false","99","false","true","true","true","131"
"25","fa3b","false","99","false","true","true","true","116"
"26","35cc","false","99","false","true","true","true","163"
"27","547e6b","true","50","false","true","true","false","84"
"28","e56546","false","99","true","true","true","true","82"
"29","45a8","false","99","false","true","true","true","47"
"31","abd0","false","99","false","true","false","true","107"
"32","9f955f","false","99","false","true","true","true","141"
"33","5a48d8","false","99","false","true","true","true","153"
"34","7cef76","false","99","false","true","true","true","108"
"35","8963","false","99","false","true","true","true","144"
"36","c3e791","false","99","false","true","true","true","266"
"37","65a1d9","false","99","false","true","true","true","166"
"38","52b68c","false","99","false","true","true","true","388"
"39","0d13","false","99","false","true","true","true","259"
"40","160b","false","99","false","true","true","true","326"
"41","d9a5","false","99","false","true","true","true","158"
"42","cb90d8","false","99","false","true","true","true","380"
"43","bb97","false","99","false","true","true","true","137"
"44","8b4c","false","99","false","true","true","true","373"
"45","6da35f","false","99","false","false","true","true","118"
"46","5594","false","99","true","true","true","true","288"
"47","2eb0","false","99","false","true","true","true","153"
"48","cd48","false","99","true","true","true","true","439"
"49","4241","false","99","false","true","true","true","272"
"50","678152","false","99","true","false","true","true","59"
"51","41af","false","99","false","true","true","true","314"
"52","1e8c5e","false","99","false","true","true","true","18"
"53","bf53","false","99","false","true","true","true","208"
"54","6cf640","false","99","false","true","true","true","232"
"55","440346","false","99","false","true","false","true","293"
"56","052f","false","99","false","true","true","true","144"
"57","d0d0ee","false","99","false","true","true","true","190"
"58","54c7","false","99","false","true","true","true","48"
"59","2440","false","99","false","true","true","true","371"
"60","2f7a","false","99","false","true","true","true","281"
"61","5f48","false","10","true","true","true","true","344"
"62","c8b320","false","99","false","true","true","true","294"
"63","2b7f6d","false","99","false","true","true","true","66"
"64","99b0","false","99","false","true","true","true","243"
"65","a289d2","false","99","false","true","true","true","203"
"66","cb6f","false","99","false","true","true","true","235"
"67","ec9495","false","99","false","true","true","true","155"
"68","65a2af","false","99","true","true","true","true","222"
"69","a47a","false","99","false","true","true","true","235"
"70","5428ef","false","99","false","true","true","false","31"
"71","4952b4","false","99","true","true","true","true","193"
"72","1b4d","false","99","false","true","true","true","220"
"73","2833","false","99","true","true","true","true","132"
"74","b767cf","false","99","false","true","true","true","108"
"75","89ea","true","99","false","true","true","true","199"
"76","b2dada","false","99","false","true","true","true","165"
"77","488c","false","99","false","true","true","true","135"
"78","22ba40","false","99","true","true","true","false","338"
"79","a4cd","false","99","true","true","true","true","438"
"80","d88159","false","99","false","true","true","true","211"
"81","d032","false","99","false","true","true","true","185"
"82","d1111b","false","99","false","true","true","true","269"
"83","3ee5d6","false","99","false","true","true","true","158"
"84","f869","false","99","false","true","true","true","125"
"85","ee669b","true","99","false","true","true","true","95"
"86","9320","true","99","true","false","true","true","279"
"87","d0a7","false","99","false","true","true","true","100"
"88","1d6fa3","false","99","false","true","true","true","134"
"89","1248","false","99","true","true","true","true","343"
"90","f68fbc","false","99","false","true","true","true","196"
"91","02f5","false","99","false","true","true","true","137"
"92","8cd2","false","99","false","true","true","true","140"
"93","73cc63","false","99","false","true","true","true","140"
"94","0ff7","false","99","false","true","true","true","111"
"95","41df","false","99","false","true","true","true","164"
"96","f64e36","false","99","false","true","true","true","188"
"97","3aeb","false","99","false","false","false","true","299"
"98","01a5","false","99","false","true","true","true","145"
"99","c469","false","99","false","true","true","true","154"
"100","18e6","false","99","false","true","true","true","154"
"101","aec5","false","99","false","true","true","true","34"
"102","51adf8","false","99","false","true","true","true","273"
"103","4d42","false","99","false","true","true","true","93"
"104","fa3f6b","false","99","true","false","true","true","640"
"105","7fb64a","false","10","false","true","true","false","97"
"107","f549db","false","99","false","true","true","true","154"
"108","e519","false","99","false","true","true","true","210"
"109","9b89","false","99","false","true","true","true","319"
"110","3811d1","false","99","false","true","true","true","230"
"111","1fa842","false","99","true","true","true","true","253"
"112","008ad3","false","99","false","true","true","true","59"
"113","7e13","false","99","false","true","true","true","41"
"114","44ab64","false","99","false","true","true","true","131"
"115","15d1","false","99","false","true","true","true","71"
"116","6528","false","99","false","true","true","true","111"
"117","9e1d","false","99","false","true","true","true","137"
"118","1613","false","99","true","true","true","true","146"
"119","ba92","false","99","false","true","true","true","151"
"120","3f68","false","99","false","true","true","true","314"
"121","442b4d","false","99","false","true","true","true","279"
"122","138f83","true","99","false","true","true","true","105"
"123","9493ec","false","99","false","true","true","true","48"
"124","8d6e","false","99","false","true","false","true","171"
"125","adb38f","false","99","false","true","true","true","126"
"126","964321","false","99","false","true","true","true","232"
"127","30b490","false","99","false","true","true","true","165"
"128","b9d7c7","true","99","false","true","true","false","1133"
"129","fd5e","false","99","false","true","true","true","257"
"130","b4ec","false","99","false","true","true","true","114"
"131","8504cc","false","99","true","true","true","true","244"
"132","bcfd66","false","99","true","true","true","true","130"
"133","bccb","false","99","false","true","true","true","171"
"134","846b32","false","99","false","true","true","true","260"
"135","371e","false","99","true","true","true","true","189"
"136","3cd24b","true","99","true","true","true","true","112"
"137","ce749e","false","99","false","true","true","true","166"
"138","5e1f3e","false","99","false","true","false","true","159"
"139","9242","false","99","false","true","true","true","135"
"140","2b6ee7","false","99","false","true","true","true","115"
"141","43ba","false","99","false","true","true","true","199"
"142","c4404f","false","99","true","true","true","true","247"
"143","cf47","false","99","false","true","true","true","219"
"144","bb3a","false","99","false","true","true","true","207"
"145","f7be8d","false","99","false","true","true","true","189"
"146","ff47","true","99","true","true","true","true","159"
"147","19c2","false","99","false","true","true","true","144"
"148","dcbdf0","false","99","false","true","true","true","126"
"149","9507","true","99","true","true","true","true","280"
"150","80d2bb","false","10","false","true","true","true","108"
"151","244af7","false","99","false","true","true","true","130"
"152","e9da","true","99","true","false","true","true","326"
"153","74b34b","false","99","false","true","true","true","62"
"154","943109","false","99","false","true","true","true","67"
"155","dd3e","false","99","true","true","true","true","324"
"156","878ec0","false","99","false","true","true","true","238"
"157","0f53","false","99","false","true","true","true","154"
"158","db20","false","99","true","true","true","true","158"
"159","7710ff","false","99","false","false","true","true","208"
"160","82a3e5","false","99","true","true","true","true","152"
"161","05b5","false","99","false","false","false","false","1201"
"162","95c7","true","99","false","true","true","true","210"
"163","3d4a","false","99","false","true","true","true","127"
"164","f366","false","99","false","false","false","false","18"
"165","304e","false","99","false","true","true","true","430"
"166","5aef","false","99","false","true","true","true","18"
"167","203d43","false","99","false","true","true","true","250"
"168","5668e5","false","99","false","true","true","true","114"
"169","ab8f3e","false","99","false","true","true","true","191"
"170","a05de5","false","99","false","true","true","true","199"
"171","084998","false","99","true","true","true","true","261"
"172","6d2e","true","10","false","true","true","true","236"
"173","fa3bfc","false","99","false","true","true","true","248"
"174","f10c","false","99","false","true","true","true","374"
"175","2484","false","10","true","true","false","false","139"
"176","155b2d","false","99","false","true","true","true","175"
"177","ff958c","false","99","true","true","true","true","166"
"178","4e93cc","false","99","false","true","true","true","94"
"179","2169df","false","99","false","true","true","true","61"
"180","1cfe","false","99","false","true","true","true","447"
"181","d716e2","false","99","false","true","true","true","24"
"182","7189","false","99","false","true","true","true","170"
"183","ef13","false","99","false","true","true","true","130"
"184","2f9625","false","99","false","true","true","true","103"
"185","410bf7","false","99","true","true","true","true","243"
"186","94d0","false","99","false","true","true","true","281"
"187","9930c2","false","99","false","true","true","true","173"
"188","481cf4","false","10","false","false","true","true","57"
"189","cdbf54","true","50","true","false","true","false","145"
"190","8f3b","false","99","false","true","true","true","155"
"191","c650","false","99","true","true","true","true","78"
"192","1b1bd5","false","99","true","false","true","true","151"
"193","3499f7","false","99","false","true","true","true","127"
"194","cdb0","false","99","false","true","true","true","83"
"195","a981","false","99","false","true","true","true","289"
